Team,Target,Granularity,Model,Step,Forecast,Lower_CI,Upper_CI
LSG,win_probability_proxy,match,Prophet,4,0.8705978952661306,0.35748045598116784,1.380936601288867
LSG,win_probability_proxy,match,Prophet,5,0.8941525297670025,0.3615247805326906,1.424127481585963
MI,runs,match,ARIMA,1,161.36647245591914,103.53571150523759,219.19723340660067
MI,runs,match,ARIMA,2,161.82853436695535,103.84458186504887,219.81248686886184
MI,runs,match,ARIMA,3,161.8354948942186,103.81814769265331,219.8528420957839
MI,runs,match,ARIMA,4,161.84534573176174,103.7991438283407,219.89154763518277
MI,runs,match,ARIMA,5,161.83867464826128,103.76283286956524,219.9145164269573
MI,runs,match,SARIMAX,1,153.6950352641561,127.51286292218818,179.87720760612405
MI,runs,match,SARIMAX,2,153.05125770980294,125.68729359983642,180.41522181976944
MI,runs,match,SARIMAX,3,155.08511285067647,127.31984928067412,182.85037642067883
MI,runs,match,SARIMAX,4,152.70041689466203,124.63061608708863,180.7702177022354
MI,runs,match,SARIMAX,5,157.0857227266387,128.72950518123588,185.4419402720415
MI,runs,match,Prophet,1,169.58874590687887,133.78027896807572,204.6755926789809
MI,runs,match,Prophet,2,169.96232146694817,133.25938514727162,205.8892135258715
MI,runs,match,Prophet,3,170.34196306993277,135.33807265379536,207.94224778342422
MI,runs,match,Prophet,4,170.70777519124687,133.188294608616,207.54373644445164
MI,runs,match,Prophet,5,171.04285633828906,134.72324282585285,205.53106755927476
MI,wickets,match,ARIMA,1,6.479514148472548,1.7955302421000763,11.16349805484502
MI,wickets,match,ARIMA,2,5.385044158182765,0.6992074133532071,10.070880903012323
MI,wickets,match,ARIMA,3,6.466507381166021,1.779724962341648,11.153289799990395
MI,wickets,match,ARIMA,4,5.434137037382189,0.7450720185555069,10.123202056208871
MI,wickets,match,ARIMA,5,6.41750148300214,1.7273750463915674,11.107627919612714
MI,wickets,match,SARIMAX,1,4.5490839398631175,0.5318362485296753,8.56633163119656
MI,wickets,match,SARIMAX,2,3.510794008178803,-0.5146025504143639,7.53619056677197
MI,wickets,match,SARIMAX,3,3.9119784133437703,-0.11357724095821187,7.937534067645752
MI,wickets,match,SARIMAX,4,3.558136879425388,-0.4674748127053654,7.583748571556141
MI,wickets,match,SARIMAX,5,4.215448598049652,0.18978562659078957,8.241111569508515
MI,wickets,match,Prophet,1,6.027706241820361,2.8825753405295393,8.946262355686867
MI,wickets,match,Prophet,2,6.083265916679371,3.042833581702611,9.066180836821784
MI,wickets,match,Prophet,3,6.144881282442839,3.105861682878271,9.142230574752027
MI,wickets,match,Prophet,4,6.209781765556664,3.42182849915619,9.17182208214516
MI,wickets,match,Prophet,5,6.275145545097166,3.5705033507496795,9.204455735514923
MI,win_probability_proxy,match,ARIMA,1,0.5802081607456717,-0.3880000053547842,1.5484163268461275
MI,win_probability_proxy,match,ARIMA,2,0.6041986412077825,-0.3640298643599561,1.5724271467755213
MI,win_probability_proxy,match,ARIMA,3,0.5476032270506448,-0.42152835708487957,1.5167348111861692
MI,win_probability_proxy,match,ARIMA,4,0.5984718843401653,-0.37182158520159225,1.5687653538819228
MI,win_probability_proxy,match,ARIMA,5,0.5548293022792697,-0.41602207299323624,1.5256806775517757
MI,win_probability_proxy,match,SARIMAX,1,0.21400843395349564,-0.6091852734237816,1.0372021413307728
MI,win_probability_proxy,match,SARIMAX,2,0.2604776669469673,-0.5777942382636108,1.0987495721575453
MI,win_probability_proxy,match,SARIMAX,3,0.26729693825086953,-0.5723669926431161,1.1069608691448551
MI,win_probability_proxy,match,SARIMAX,4,0.2592969166608502,-0.5809080884259991,1.0995019217476996
MI,win_probability_proxy,match,SARIMAX,5,0.2607336031609605,-0.5799096912843761,1.101376897606297
MI,win_probability_proxy,match,Prophet,1,0.5276232319941305,-0.06815501643048363,1.1741505046032599
MI,win_probability_proxy,match,Prophet,2,0.5231266683455678,-0.10819861068280201,1.1114909301671716
MI,win_probability_proxy,match,Prophet,3,0.5195515233995057,-0.09284516356984987,1.1501011901140124
MI,win_probability_proxy,match,Prophet,4,0.5170202455199353,-0.0756371701112675,1.1644266152082605
MI,win_probability_proxy,match,Prophet,5,0.5156462228649215,-0.08565901278564356,1.1052800449603155
PBKS,runs,match,ARIMA,1,164.93906711461162,103.07320076522336,226.80493346399987
PBKS,runs,match,ARIMA,2,152.02001596861362,90.12705294203684,213.9129789951904
PBKS,runs,match,ARIMA,3,164.91701468074015,103.01389420924454,226.82013515223576
PBKS,runs,match,ARIMA,4,152.08000860986306,90.17573892898307,213.98427829074305
PBKS,runs,match,ARIMA,5,164.85875136755726,102.94606595768116,226.77143677743337
PBKS,runs,match,SARIMAX,1,162.73121674118607,138.34496948598652,187.11746399638562
PBKS,runs,match,SARIMAX,2,166.96615296178655,141.44258478543208,192.48972113814102
PBKS,runs,match,SARIMAX,3,167.95762503543511,142.32098529640285,193.59426477446738
PBKS,runs,match,SARIMAX,4,167.87080439665814,142.22055544129054,193.52105335202575
PBKS,runs,match,SARIMAX,5,168.02956153464427,142.37708015377316,193.68204291551538
PBKS,runs,match,Prophet,1,163.00732060136824,122.12511584450137,202.3565727772759
PBKS,runs,match,Prophet,2,162.74720390341963,122.97386281233159,202.00025544871724
PBKS,runs,match,Prophet,3,162.50558595214568,123.0663877757718,201.7113177290352
PBKS,runs,match,Prophet,4,162.28652995890934,121.54844050321518,202.46981400306709
PBKS,runs,match,Prophet,5,162.09386771742322,121.7961875044607,202.90130213082844
PBKS,wickets,match,ARIMA,1,5.609962355413627,0.8050210240689193,10.414903686758334
PBKS,wickets,match,ARIMA,2,6.501048377407158,1.691068086812745,11.31102866800157
PBKS,wickets,match,ARIMA,3,5.752739459478457,0.9420339491045979,10.563444969852316
PBKS,wickets,match,ARIMA,4,6.489678206013406,1.6788855827504774,11.300470829276335
PBKS,wickets,match,ARIMA,5,5.75891954308983,0.9475417884481239,10.570297297731535
PBKS,wickets,match,SARIMAX,1,8.92544032896444,5.49121638660962,12.359664271319259
PBKS,wickets,match,SARIMAX,2,8.340797531019401,4.858102237867648,11.823492824171154
PBKS,wickets,match,SARIMAX,3,7.953133513774446,4.4687071604589566,11.437559867089936
PBKS,wickets,match,SARIMAX,4,8.214391349816845,4.72984575655698,11.69893694307671
PBKS,wickets,match,SARIMAX,5,8.456649269355227,4.972087700936567,11.941210837773887
PBKS,wickets,match,Prophet,1,6.798229121857235,3.7083678695092406,9.867763026041128
PBKS,wickets,match,Prophet,2,6.849165123314107,3.773098543324169,10.141960152008812
PBKS,wickets,match,Prophet,3,6.89275667991862,3.716108515249178,10.001500026514057
PBKS,wickets,match,Prophet,4,6.9282149969020015,3.6835562901492067,10.217075941853725
PBKS,wickets,match,Prophet,5,6.95504676436929,4.0634230656548125,10.226945617710296
PBKS,win_probability_proxy,match,ARIMA,1,0.4269770151131015,-0.5527070406915997,1.4066610709178027
PBKS,win_probability_proxy,match,ARIMA,2,0.529134697076963,-0.45088730004338884,1.509156694197315
PBKS,win_probability_proxy,match,ARIMA,3,0.4219870400034081,-0.5587890491702894,1.4027631291771054
PBKS,win_probability_proxy,match,ARIMA,4,0.49689569056344896,-0.48466272897952567,1.4784541101064237
PBKS,win_probability_proxy,match,ARIMA,5,0.4469600882594063,-0.5347804094291868,1.4287005859479993
PBKS,win_probability_proxy,match,SARIMAX,1,0.37612354360216227,-0.44685247153367924,1.1990995587380038
PBKS,win_probability_proxy,match,SARIMAX,2,0.3554368859228641,-0.46871141196437843,1.1795851838101066
PBKS,win_probability_proxy,match,SARIMAX,3,0.3626704695914186,-0.4646963633549328,1.19003730253777
PBKS,win_probability_proxy,match,SARIMAX,4,0.3281039800730358,-0.502375074322702,1.1585830344687738
PBKS,win_probability_proxy,match,SARIMAX,5,0.33775151877926324,-0.4958315889035412,1.1713346264620677
PBKS,win_probability_proxy,match,Prophet,1,0.3767825234542939,-0.23962432374736117,0.9760439686380395
PBKS,win_probability_proxy,match,Prophet,2,0.37662328662944256,-0.22260595521283333,1.0240123881024024
PBKS,win_probability_proxy,match,Prophet,3,0.37703659293089553,-0.22172342383255494,1.0093184428577122
PBKS,win_probability_proxy,match,Prophet,4,0.37787713496781683,-0.18824940513481167,0.9672630745689299
PBKS,win_probability_proxy,match,Prophet,5,0.37900863728117923,-0.21953286925203908,0.9893393766193697
PWI,runs,match,ARIMA,1,153.26176659525763,103.7254483905074,202.79808480000787
PWI,runs,match,ARIMA,2,136.39961839694917,84.84422320184734,187.955013592051
PWI,runs,match,ARIMA,3,166.54350290183956,113.44006440768457,219.64694139599453
PWI,runs,match,ARIMA,4,137.33249387440566,78.04583583831939,196.61915191049192
PWI,runs,match,ARIMA,5,161.0114832478107,100.68731902069409,221.33564747492733
PWI,runs,match,SARIMAX,1,182.4339086958911,170.88469813259928,193.9831192591829
PWI,runs,match,SARIMAX,2,183.7446864640607,171.9777898490294,195.511583079092
PWI,runs,match,SARIMAX,3,188.61241309631663,176.80057998951867,200.4242462031146
PWI,runs,match,SARIMAX,4,182.15621240821622,170.3126710217751,193.99975379465735
PWI,runs,match,SARIMAX,5,180.67391687253874,168.8002882902726,192.5475454548049
PWI,runs,match,Prophet,1,158.51382273774934,131.02673850759737,182.59409605165953
PWI,runs,match,Prophet,2,158.19378579365969,131.70129257589937,182.6572585734201
PWI,runs,match,Prophet,3,157.53292409245464,132.33216516950475,182.97263435785075
PWI,runs,match,Prophet,4,156.53138885086798,130.83422256352378,182.88997613378933
PWI,runs,match,Prophet,5,155.20151348527304,130.40196532966252,178.69066543472098
PWI,wickets,match,ARIMA,1,7.52513174871301,3.0249553812175316,12.025308116208489
PWI,wickets,match,ARIMA,2,5.451201341500173,0.9476512658647218,9.954751417135626
PWI,wickets,match,ARIMA,3,7.513303974112629,2.9442773236511615,12.082330624574098
PWI,wickets,match,ARIMA,4,5.693007289908238,1.1150262181739041,10.270988361642571
PWI,wickets,match,ARIMA,5,7.337044052741306,2.7260826549024086,11.948005450580204
PWI,wickets,match,SARIMAX,1,4.846002643695752,4.0492137270818045,5.6427915603097
PWI,wickets,match,SARIMAX,2,4.991222706381635,4.0015930332216705,5.980852379541599
PWI,wickets,match,SARIMAX,3,4.869067862964082,3.6750899632799,6.0630457626482634
PWI,wickets,match,SARIMAX,4,5.098679100921814,3.744776831672228,6.4525813701714
PWI,wickets,match,SARIMAX,5,6.193199093803069,4.691592948636555,7.694805238969583
PWI,wickets,match,Prophet,1,6.459986201081776,3.7857639202366835,9.089127436543992
PWI,wickets,match,Prophet,2,6.388115354882386,3.750133538110399,8.96548623024026
PWI,wickets,match,Prophet,3,6.293363124732288,3.7414622187201574,8.996148525525573
PWI,wickets,match,Prophet,4,6.18461048203123,3.538091828389257,8.727881987353236
PWI,wickets,match,Prophet,5,6.071573550283136,3.475214778067781,8.559341869236476
PWI,win_probability_proxy,match,ARIMA,1,0.40839577221296014,-0.48412845852893077,1.300920002954851
PWI,win_probability_proxy,match,ARIMA,2,0.1903723793817662,-0.7088594816364306,1.089604240399963
PWI,win_probability_proxy,match,ARIMA,3,0.34191974793567836,-0.5585392630109277,1.2423787588822846
PWI,win_probability_proxy,match,ARIMA,4,0.23538450914937017,-0.668419585616739,1.1391886039154793
PWI,win_probability_proxy,match,ARIMA,5,0.3103081869662453,-0.5932398432806606,1.2138562172131513
PWI,win_probability_proxy,match,SARIMAX,1,-0.010670999710247264,-0.3436205392834565,0.32227853986296195
PWI,win_probability_proxy,match,SARIMAX,2,-0.014583592123228295,-0.8094616041399496,0.7802944198934929
PWI,win_probability_proxy,match,SARIMAX,3,-0.0205854002437601,-1.2443280965136645,1.203157296026144
PWI,win_probability_proxy,match,SARIMAX,4,-0.023098935515810326,-1.6306272857081585,1.5844294146765376
PWI,win_probability_proxy,match,SARIMAX,5,-0.01556021890147885,-1.9648199660459138,1.9336995282429559
PWI,win_probability_proxy,match,Prophet,1,-0.1627297831281489,-0.6288249552154848,0.31123180468839673
PWI,win_probability_proxy,match,Prophet,2,-0.20492102803862594,-0.6747733530470121,0.23020889419104656
PWI,win_probability_proxy,match,Prophet,3,-0.2347741588328791,-0.7602734906803947,0.2061934546709315
PWI,win_probability_proxy,match,Prophet,4,-0.2520492953088279,-0.6901580956023968,0.23250291994484967
PWI,win_probability_proxy,match,Prophet,5,-0.2570042646779957,-0.7310212157552857,0.2131873577439602
RCB,runs,match,ARIMA,1,162.3666206586529,93.16596999334625,231.56727132395952
RCB,runs,match,ARIMA,2,162.11104192173022,92.90503553897604,231.3170483044844
RCB,runs,match,ARIMA,3,158.26443613682142,88.2236522643814,228.30522000926143
RCB,runs,match,ARIMA,4,157.99877831581315,87.94116485842173,228.05639177320458
RCB,runs,match,ARIMA,5,157.42960932196573,87.33041884796332,227.52879979596815
RCB,runs,match,SARIMAX,1,207.04976388356576,176.8440034217586,237.25552434537292
RCB,runs,match,SARIMAX,2,210.82490845447543,179.21769979611747,242.4321171128334
RCB,runs,match,SARIMAX,3,211.7503080041052,179.8324048072231,243.6682112009873
RCB,runs,match,SARIMAX,4,212.02622170806768,179.93712865154023,244.11531476459513
RCB,runs,match,SARIMAX,5,212.5131412535911,180.2797497596464,244.7465327475358
RCB,runs,match,Prophet,1,170.71400867759027,129.24792131489636,216.5363442282248
RCB,runs,match,Prophet,2,169.3287932926947,125.94803971868856,213.04832306216545
RCB,runs,match,Prophet,3,168.0674406662095,126.90155185283234,212.0272041551481
RCB,runs,match,Prophet,4,166.97773901030084,122.64971962132657,212.16885475153407
RCB,runs,match,Prophet,5,166.09803279274374,127.88035782651993,215.85133540531132
RCB,wickets,match,ARIMA,1,5.441246036234798,0.19879016897126078,10.683701903498335
RCB,wickets,match,ARIMA,2,5.892298075685183,0.6237745622511559,11.160821589119209
RCB,wickets,match,ARIMA,3,5.552596219720706,0.2838674599111801,10.821324979530232
RCB,wickets,match,ARIMA,4,5.78095515093783,0.4857629097939151,11.076147392081744
RCB,wickets,match,ARIMA,5,5.628724750874961,0.33180580914127233,10.92564369260865
RCB,wickets,match,SARIMAX,1,3.465905251697796,-0.6025842126635368,7.534394716059129
RCB,wickets,match,SARIMAX,2,3.495854589615341,-0.6863006345807428,7.678009813811425
RCB,wickets,match,SARIMAX,3,3.5016650019020314,-0.7080817436917863,7.711411747495849
RCB,wickets,match,SARIMAX,4,3.1701639123068794,-1.0589830845985384,7.399310909212297
RCB,wickets,match,SARIMAX,5,3.586518921419728,-0.6608104935655161,7.833848336404972
RCB,wickets,match,Prophet,1,5.224543507340326,2.184121279996676,8.370217183031176
RCB,wickets,match,Prophet,2,5.210800540808783,1.9546421011860748,8.433632529818404
RCB,wickets,match,Prophet,3,5.212101102092036,2.0049834551075834,8.51460064840033
RCB,wickets,match,Prophet,4,5.227386785184641,1.9032019590069569,8.364688844102874
RCB,wickets,match,Prophet,5,5.254939493683574,1.9731530444027239,8.30473063398977
RCB,win_probability_proxy,match,ARIMA,1,0.42794607335222445,-0.5502336686466357,1.4061258153510847
RCB,win_probability_proxy,match,ARIMA,2,0.5196810221802389,-0.45870686907426106,1.498068913434739
RCB,win_probability_proxy,match,ARIMA,3,0.4354255962781717,-0.5431734858469766,1.41402467840332
RCB,win_probability_proxy,match,ARIMA,4,0.5167494592704841,-0.46225390439106784,1.495752822932036
RCB,win_probability_proxy,match,ARIMA,5,0.43821622328296805,-0.5409654952123486,1.4173979417782847
RCB,win_probability_proxy,match,SARIMAX,1,0.849930745408665,0.08330464528267101,1.6165568455346588
RCB,win_probability_proxy,match,SARIMAX,2,0.848647788537079,0.08154904937741148,1.6157465276967464
RCB,win_probability_proxy,match,SARIMAX,3,0.8477443068836901,0.08003631115297494,1.6154523026144052
RCB,win_probability_proxy,match,SARIMAX,4,0.8455824950179518,0.07726644455164611,1.6138985454842576
RCB,win_probability_proxy,match,SARIMAX,5,0.8485444891345382,0.07962086122647472,1.6174681170426015
RCB,win_probability_proxy,match,Prophet,1,0.6385614443965584,0.011253707601444177,1.2335443768522907
RCB,win_probability_proxy,match,Prophet,2,0.6300404387937628,0.023972844976276428,1.2465942196584445
RCB,win_probability_proxy,match,Prophet,3,0.6177119747446852,0.006883641868566726,1.2399747760423692
RCB,win_probability_proxy,match,Prophet,4,0.6021272727514517,-0.01730982945711155,1.2480154193357045
RCB,win_probability_proxy,match,Prophet,5,0.5839584782055607,-0.03206599119977983,1.2086523594306564
RPS,runs,match,ARIMA,1,156.6010126490492,93.70012560435929,219.50189969373912
RPS,runs,match,ARIMA,2,152.792833989879,89.4212556140989,216.1644123656591
RPS,runs,match,ARIMA,3,155.25674305311597,91.90361860646757,218.60986749976436
RPS,runs,match,ARIMA,4,152.98403427774392,89.59256788249255,216.3755006729953
RPS,runs,match,ARIMA,5,155.01283965970353,91.64547312043982,218.38020619896724
RPS,runs,match,SARIMAX,1,163.95784758777214,162.75507756945103,165.16061760609324
RPS,runs,match,SARIMAX,2,163.07105547312918,159.78236721938475,166.3597437268736
RPS,runs,match,SARIMAX,3,163.5424199897215,158.24008260252833,168.84475737691469
RPS,runs,match,SARIMAX,4,164.9208877610362,157.7819944166677,172.0597811054047
RPS,runs,match,SARIMAX,5,166.67436408932716,157.8782033452669,175.4705248333874
RPS,runs,match,Prophet,1,176.21107062838323,152.02596709934133,199.5247722641837
RPS,runs,match,Prophet,2,179.89577260451657,157.0678652365333,203.70338949276103
RPS,runs,match,Prophet,3,182.83967791927702,160.81673752520047,205.7208115065437
RPS,runs,match,Prophet,4,184.5337563174112,160.6372073499914,208.19507015169702
RPS,runs,match,Prophet,5,184.50643511787376,160.74053683557358,207.85661709857234
RPS,wickets,match,ARIMA,1,6.863418678816572,2.6163337665156803,11.110503591117464
RPS,wickets,match,ARIMA,2,7.657504214061196,3.1924604155565257,12.122548012565865
RPS,wickets,match,ARIMA,3,7.574980521357201,3.0946871029934595,12.055273939720943
RPS,wickets,match,ARIMA,4,7.048899204256685,2.4848872634167334,11.612911145096636
RPS,wickets,match,ARIMA,5,6.480004406133837,1.8908483508347622,11.069160461432912
RPS,wickets,match,SARIMAX,1,4.674182992030426,4.020908086351627,5.327457897709225
RPS,wickets,match,SARIMAX,2,4.908822339390754,4.09298614306025,5.724658535721259
RPS,wickets,match,SARIMAX,3,5.858088180261719,4.921754209991175,6.794422150532263
RPS,wickets,match,SARIMAX,4,8.173403964349003,7.1327285654837596,9.214079363214246
RPS,wickets,match,SARIMAX,5,7.200938777551427,6.0658673931076645,8.336010161995189
RPS,wickets,match,Prophet,1,5.248309348756802,3.027562590087919,7.375177953851329
RPS,wickets,match,Prophet,2,5.643029752579401,3.392856327065484,7.794991133639002
RPS,wickets,match,Prophet,3,6.076800904602582,3.8798380450879635,8.195539779958013
RPS,wickets,match,Prophet,4,6.516469842808593,4.236264512342584,8.646067275796694
RPS,wickets,match,Prophet,5,6.9274129026977525,4.582028430374875,9.06610871560935
RPS,win_probability_proxy,match,ARIMA,1,0.5111284491125105,-0.3354466108521922,1.3577035090772132
RPS,win_probability_proxy,match,ARIMA,2,0.47262401451136243,-0.3735814831197755,1.3188295121425004
RPS,win_probability_proxy,match,ARIMA,3,0.6521462928224262,-0.24058159444979965,1.5448741800946522
RPS,win_probability_proxy,match,ARIMA,4,0.7987151025386907,-0.09692342542596133,1.6943536305033429
RPS,win_probability_proxy,match,ARIMA,5,0.8288584149903951,-0.08497704619814705,1.7426938761789375
RPS,win_probability_proxy,match,SARIMAX,1,1.0635878641319185,0.913162328432747,1.21401339983109
RPS,win_probability_proxy,match,SARIMAX,2,1.0486438208907924,0.7804871107129432,1.3168005310686417
RPS,win_probability_proxy,match,SARIMAX,3,0.9933366983236276,0.622495181256218,1.3641782153910371
RPS,win_probability_proxy,match,SARIMAX,4,0.9465977369980154,0.4864298877523638,1.406765586243667
RPS,win_probability_proxy,match,SARIMAX,5,0.9636789733477573,0.4249007332615895,1.5024572134339251
RPS,win_probability_proxy,match,Prophet,1,0.6728078470208247,0.08485915642099,1.2134163544989647
RPS,win_probability_proxy,match,Prophet,2,0.6447703437843687,0.10621442681725565,1.1889302984733001
RPS,win_probability_proxy,match,Prophet,3,0.6145152639711698,0.07682860387704216,1.1209929383498545
RPS,win_probability_proxy,match,Prophet,4,0.5838900727343014,0.04754814073220931,1.0929007537141024
RPS,win_probability_proxy,match,Prophet,5,0.5548780981058972,-0.028756437117672295,1.1076435805580163
RR,runs,match,ARIMA,1,163.48802007398965,100.08241151625474,226.89362863172454
RR,runs,match,ARIMA,2,162.74375813960478,99.337903152519,226.14961312669055
RR,runs,match,ARIMA,3,163.86427315025827,100.32021299700114,227.4083333035154
RR,runs,match,ARIMA,4,164.24974887529532,100.70457906930412,227.79491868128653
RR,runs,match,ARIMA,5,164.25608556532146,100.67727159843778,227.83489953220513
RR,runs,match,SARIMAX,1,179.21518659271902,152.50009763641944,205.9302755490186
RR,runs,match,SARIMAX,2,178.07918403078378,150.58908175750156,205.569286304066
RR,runs,match,SARIMAX,3,177.06001230406173,149.16100537919192,204.95901922893154
RR,runs,match,SARIMAX,4,177.48966238992608,149.211943696461,205.76738108339117
RR,runs,match,SARIMAX,5,178.0733624849241,149.42394403687723,206.72278093297098
RR,runs,match,Prophet,1,166.427424408223,128.83579080565954,202.45261196829983
RR,runs,match,Prophet,2,167.2470686022143,128.54229375523659,209.32911526004924
RR,runs,match,Prophet,3,168.30070741031733,125.74739221171784,208.0182641161959
RR,runs,match,Prophet,4,169.5999805510244,129.7392889678202,205.58302534867866
RR,runs,match,Prophet,5,171.15103828238833,131.61217894656522,209.5297220325895
RR,wickets,match,ARIMA,1,6.161740410551508,1.2696582304386315,11.053822590664385
RR,wickets,match,ARIMA,2,5.857674301380879,0.9647857491351894,10.750562853626569
RR,wickets,match,ARIMA,3,6.159583833340171,1.2652401346977102,11.05392753198263
RR,wickets,match,ARIMA,4,5.8604523228539,0.9656855776281095,10.75521906807969
RR,wickets,match,ARIMA,5,6.156828527771516,1.2606531900416966,11.053003865501335
RR,wickets,match,SARIMAX,1,6.880306742673713,3.198872594617604,10.561740890729821
RR,wickets,match,SARIMAX,2,7.182990389347585,3.4735414457278346,10.892439332967335
RR,wickets,match,SARIMAX,3,7.0322433940949916,3.322120799320044,10.742365988869938
RR,wickets,match,SARIMAX,4,7.155932041194096,3.44576346738163,10.866100615006562
RR,wickets,match,SARIMAX,5,6.989615871747405,3.2794392913484134,10.699792452146395
RR,wickets,match,Prophet,1,6.745645867762438,3.7496452408128014,10.0175894280519
RR,wickets,match,Prophet,2,6.779592266700327,3.748210489345879,10.079961939895544
RR,wickets,match,Prophet,3,6.797661420418054,3.5227532134552515,9.642453553031512
RR,wickets,match,Prophet,4,6.800028066602543,3.62595596497163,9.848089810606565
RR,wickets,match,Prophet,5,6.7875179373245205,3.7649834853296635,10.038581626871741
RR,win_probability_proxy,match,ARIMA,1,0.563487409321196,-0.4023838854457813,1.5293587040881733
RR,win_probability_proxy,match,ARIMA,2,0.5187944709129921,-0.4480698371108587,1.485658778936843
RR,win_probability_proxy,match,ARIMA,3,0.5372167828859571,-0.43786600857847413,1.5122995743503882
RR,win_probability_proxy,match,ARIMA,4,0.5571451880997608,-0.42026150720928246,1.5345518834088039
RR,win_probability_proxy,match,ARIMA,5,0.5705218794465742,-0.4069465451258839,1.5479903040190321
RR,win_probability_proxy,match,SARIMAX,1,1.2559178361603214,0.4931258690821564,2.0187098032384863
RR,win_probability_proxy,match,SARIMAX,2,1.2628720158281581,0.4999174433792394,2.0258265882770767
RR,win_probability_proxy,match,SARIMAX,3,1.2325851695793046,0.46962903123852084,1.9955413079200883
RR,win_probability_proxy,match,SARIMAX,4,1.262033779814414,0.4990771581881218,2.024990401440706
RR,win_probability_proxy,match,SARIMAX,5,1.2579340305899778,0.4949769424050189,2.0208911187749368
RR,win_probability_proxy,match,Prophet,1,0.3769460074044,-0.28211687615051284,1.0211573576258408
RR,win_probability_proxy,match,Prophet,2,0.36525365125235465,-0.26778111887200684,1.0180302503035465
RR,win_probability_proxy,match,Prophet,3,0.3564381987178675,-0.2687304531652072,1.0017040733122342
RR,win_probability_proxy,match,Prophet,4,0.3509784223142769,-0.2679176602403904,1.0128623360205693
RR,win_probability_proxy,match,Prophet,5,0.3492707814535485,-0.3022807769139073,0.9458056129470029
SRH,runs,match,ARIMA,1,156.49061069873144,103.29686242652484,209.68435897093804
SRH,runs,match,ARIMA,2,156.05993942921242,102.35625681348364,209.7636220449412
SRH,runs,match,ARIMA,3,156.49610316026775,102.73318919417639,210.2590171263591
SRH,runs,match,ARIMA,4,156.16482632766795,102.39198330200081,209.93766935333508
SRH,runs,match,ARIMA,5,156.42760309629412,102.63337648272869,210.22182970985955
SRH,runs,match,SARIMAX,1,154.3289984476085,132.71484849535045,175.94314839986657
SRH,runs,match,SARIMAX,2,152.88921748847864,130.48955154640177,175.2888834305555
SRH,runs,match,SARIMAX,3,152.46526279259518,129.81849743465241,175.11202815053795
SRH,runs,match,SARIMAX,4,152.92424647627584,130.08935652897577,175.7591364235759
SRH,runs,match,SARIMAX,5,153.30824651541215,130.29512121471564,176.32137181610867
SRH,runs,match,Prophet,1,156.6287442762768,124.18899909371717,190.78513506533582
SRH,runs,match,Prophet,2,156.31870998708396,122.0867060630039,190.63675388988125
SRH,runs,match,Prophet,3,156.17426738439605,122.00415608424278,190.78050830094733
SRH,runs,match,Prophet,4,156.18979504513388,123.30141664354174,190.49994652018663
SRH,runs,match,Prophet,5,156.35711603905952,123.85352209928216,190.7632491828886
SRH,wickets,match,ARIMA,1,6.360501329143253,1.4532498900379043,11.267752768248602
SRH,wickets,match,ARIMA,2,5.927173192364341,1.0015497296835898,10.852796655045093
SRH,wickets,match,ARIMA,3,5.833888678185081,0.9069925161802725,10.76078484018989
SRH,wickets,match,ARIMA,4,5.99428912672341,1.0625799861991059,10.925998267247714
SRH,wickets,match,ARIMA,5,5.828768248451828,0.8969740831472297,10.760562413756427
SRH,wickets,match,SARIMAX,1,0.8847560617931416,-2.986267604043112,4.755779727629395
SRH,wickets,match,SARIMAX,2,1.1113521602863203,-2.7744560734635564,4.997160394036197
SRH,wickets,match,SARIMAX,3,1.1189039725296892,-2.7790262880106273,5.016834233070005
SRH,wickets,match,SARIMAX,4,0.9472312960647997,-2.9562496980437527,4.850712290173352
SRH,wickets,match,SARIMAX,5,1.0706122893980954,-2.8392501669861065,4.980474745782297
SRH,wickets,match,Prophet,1,5.155228886660426,1.969627645991233,8.225251152738041
SRH,wickets,match,Prophet,2,5.099803750903197,2.2052460535292946,8.228229103261013
SRH,wickets,match,Prophet,3,5.050961886429051,2.214551211928144,8.224149961545626
SRH,wickets,match,Prophet,4,5.009214044480288,1.870957203307316,8.045251375492901
SRH,wickets,match,Prophet,5,4.974787336703466,1.913492166087258,7.829605392592321
SRH,win_probability_proxy,match,ARIMA,1,0.52860706540308,-0.44609271376673354,1.5033068445728937
SRH,win_probability_proxy,match,ARIMA,2,0.4375504389566281,-0.5417533724224497,1.4168542503357058
SRH,win_probability_proxy,match,ARIMA,3,0.4959084105976895,-0.48392246670024136,1.4757392878956204
SRH,win_probability_proxy,match,ARIMA,4,0.44272529057744986,-0.5379252115765762,1.4233757927314759
SRH,win_probability_proxy,match,ARIMA,5,0.4902040329399896,-0.4907949854846233,1.4712030513646024
SRH,win_probability_proxy,match,SARIMAX,1,1.4576473405065562,0.6113357712071988,2.3039589098059134
SRH,win_probability_proxy,match,SARIMAX,2,1.586213205153284,0.702934020707692,2.469492389598876
SRH,win_probability_proxy,match,SARIMAX,3,1.6136705214230211,0.7241547267035107,2.5031863161425316
SRH,win_probability_proxy,match,SARIMAX,4,1.6137700225358163,0.7216296335965557,2.5059104114750768
SRH,win_probability_proxy,match,SARIMAX,5,1.6178082737732886,0.7237038239287054,2.511912723617872
SRH,win_probability_proxy,match,Prophet,1,0.5085345972591919,-0.12882389740098474,1.1454065795414548
